sku,name,price,phase,body_material,rpm,hp,mounting_type
101000233,موتور 3000-1.5HP -پوسته آلومینیومB35,23500000,سه‌فاز,آلومینیوم,3000,1.5,B35
101000234,موتور 3000-2HP -پوسته آلومینیومB3,46500000,سه‌فاز,آلومینیوم,3000,2.0,B3
101000235,موتور 3000-3HP -پوسته آلومینیومB3,55000000,سه‌فاز,آلومینیوم,3000,3.0,B3
101000236,موتور 3000-4HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000,4.0,B35
101000237,موتور 3000-5.5HP -پوسته آلومینیومB35,68000000,سه‌فاز,آلومینیوم,3000,5.5,B35
101000238,موتور 3000-7.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000,7.5,B35
101000239,موتور 3000-10HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000,10.0,B35
101000240,موتور 3000-15HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000,15.0,B35
101000241,موتور 3000-20HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000,20.0,B35
101000242,موتور 3000-25HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000,25.0,B35
101000243,موتور 3000-30HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000,30.0,B35
101000244,موتور 3000-40HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000,40.0,B35
101000245,موتور 3000-50HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000,50.0,B35
101000246,موتور 3000-60HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000,60.0,B35
101000247,موتور 3000-75HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000,75.0,B35
101000248,موتور 3000-100HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000,100.0,B35
101000249,موتور 1000-0.09kw -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000,0.12,B35
101000250,موتور 1000-0.12kw -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000,0.16,B35
101000251,موتور 1000-0.18kw -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000,0.24,B35
101000252,موتور 1000-0.25kw -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000,0.34,B35
101000253,موتور 1000-0.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000,0.5,B35
101000254,موتور 0.55kw-1000پوسته آلومینیوم B35,0,سه‌فاز,آلومینیوم,1000,0.74,B35
101000255,موتور 1000-1HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000,1.0,B35
101000256,موتور 1000-1.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000,1.5,B35
101000257,موتور 1000-2HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000,2.0,B35
101000258,موتور 1000-3HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000,3.0,B35
101000259,موتور 1000-4HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000,4.0,B35
101000260,موتور 1000-5.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000,5.5,B35
101000261,موتور 1000-7.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000,7.5,B35
101000262,موتور 1000-10HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000,10.0,B35
101000263,موتور 1000-15HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000,15.0,B35
101000269,موتور 1000-60HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000,60.0,B35
101000272,موتور 750-0.09kw -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750,0.12,B35
101000273,موتور 750-0.12kw -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750,0.16,B35
101000274,موتور 750-0.18kw -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750,0.24,B35
101000275,موتور 0.25kw-750پوسته آلومینیوم B35,0,سه‌فاز,آلومینیوم,750,0.34,B35
101000276,موتور 750-0.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750,0.5,B35
101000277,موتور 0.55kw-750پوسته آلومینیوم B35,0,سه‌فاز,آلومینیوم,750,0.74,B35
101000278,موتور 750-1HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750,1.0,B35
101000279,موتور 750-1.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750,1.5,B35
101000280,موتور 750-2HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750,2.0,B35
101000281,موتور 750-3HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750,3.0,B35
101000282,موتور 750-4HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750,4.0,B35
101000283,موتور 750-5.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750,5.5,B35
101000284,موتور 750-7.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750,7.5,B35
101000285,موتور 750-10HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750,10.0,B35
101000286,موتور 750-15HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750,15.0,B35
101000291,موتور1400-0.09kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1400,0.12,B34
101000292,موتور1400-0.12kw-پوسته آلومینیومB34,53000000,سه‌فاز,آلومینیوم,1400,0.16,B34
101000293,موتور1400-0.18kw-پوسته آلومینیومB34,72000000,سه‌فاز,آلومینیوم,1400,0.24,B34
101000294,موتور1400-0.25kw-پوسته آلومینیومB34,72000000,سه‌فاز,آلومینیوم,1400,0.34,B34
101000295,موتور1400-0.5HP-پوسته آلومینیومB34,90000000,سه‌فاز,آلومینیوم,1400,0.5,B34
101000296,موتور 0.55kw-1400-پوسته آلومینیومB34,110000000,سه‌فاز,آلومینیوم,1400,0.74,B34
101000297,موتور1400-1HP-پوسته آلومینیومB34,115000000,سه‌فاز,آلومینیوم,1400,1.0,B34
101000298,موتور1400-1.5HP-پوسته آلومینیومB34,135000000,سه‌فاز,آلومینیوم,1400,1.5,B34
101000299,موتور1400-2HP-پوسته آلومینیومB34,150000000,سه‌فاز,آلومینیوم,1400,2.0,B34
1010002100,موتور1400-3HP-پوسته آلومینیومB34,230000000,سه‌فاز,آلومینیوم,1400,3.0,B34
1010002101,موتور1400-4HP-پوسته آلومینیومB34,260000000,سه‌فاز,آلومینیوم,1400,4.0,B34
1010002102,موتور1400-5.5HP-پوسته آلومینیومB34,320000000,سه‌فاز,آلومینیوم,1400,5.5,B34
1010002103,موتور1400-7.5HP-پوسته آلومینیومB34,413000000,سه‌فاز,آلومینیوم,1400,7.5,B34
1010002104,موتور1400-10HP-پوسته آلومینیومB34,480000000,سه‌فاز,آلومینیوم,1400,10.0,B34
1010002105,موتور1400-15HP-پوسته آلومینیومB34,143000000,سه‌فاز,آلومینیوم,1400,15.0,B34
1010002116,موتور3000-0.09kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000,0.12,B34
1010002117,موتور3000-0.12kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000,0.16,B34
1010002118,موتور3000-0.18kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000,0.24,B34
1010002119,موتور3000-0.25kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000,0.34,B34
1010002120,موتور3000-0.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000,0.5,B34
1010002121,موتور 0.55kw-3000پوسته آلومینیوم B34,0,سه‌فاز,آلومینیوم,3000,0.74,B34
1010002122,موتور3000-1HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000,1.0,B34
1010002123,موتور3000-1.5HP-پوسته آلومینیومB34,125000000,سه‌فاز,آلومینیوم,3000,1.5,B34
1010002124,موتور3000-2HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000,2.0,B34
1010002125,موتور3000-3HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000,3.0,B34
1010002126,موتور3000-4HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000,4.0,B34
1010002127,موتور3000-5.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000,5.5,B34
1010002128,موتور3000-7.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000,7.5,B34
1010002129,موتور3000-10HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000,10.0,B34
1010002130,موتور3000-15HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000,15.0,B34
1010002139,موتور1000-0.09kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000,0.12,B34
1010002140,موتور1000-0.12kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000,0.16,B34
1010002141,موتور1000-0.18kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000,0.24,B34
1010002142,موتور1000-0.25kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000,0.34,B34
1010002143,موتور1000-0.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000,0.5,B34
1010002144,موتور1000-0.55kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000,0.74,B34
1010002145,موتور1000-1HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000,1.0,B34
1010002146,موتور1000-1.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000,1.5,B34
1010002147,موتور1000-2HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000,2.0,B34
1010002148,موتور1000-3HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000,3.0,B34
1010002149,موتور1000-4HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000,4.0,B34
1010002150,موتور1000-5.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000,5.5,B34
1010002151,موتور1000-7.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000,7.5,B34
1010002152,موتور1000-10HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000,10.0,B34
1010002153,موتور1000-15HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000,15.0,B34
1010002162,موتور750-0.09kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750,0.12,B34
1010002163,موتور750-0.12kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750,0.16,B34
1010002164,موتور750-0.18kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750,0.24,B34
1010002165,موتور750-0.25kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750,0.34,B34
1010002166,موتور750-0.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750,0.5,B34
1010002167,موتور750-0.55kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750,0.74,B34
1010002168,موتور750-1HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750,1.0,B34
1010002169,موتور750-1.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750,1.5,B34
1010002170,موتور750-2HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750,2.0,B34
1010002171,موتور750-3HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750,3.0,B34
1010002172,موتور750-4HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750,4.0,B34
1010002173,موتور750-5.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750,5.5,B34
1010002174,موتور750-7.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750,7.5,B34
1010002175,موتور750-10HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750,10.0,B34
1010002176,موتور750-15HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750,15.0,B34
1010002178,موتور750-25HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750,25.0,B34
1010002181,موتور3000-1HP-پوسته آلومینیومB3,0,سه‌فاز,آلومینیوم,3000,1.0,B3
1010002183,موتور 3000-3HP پوسته آلومینیوم  B35,0,سه‌فاز,آلومینیوم,3000,3.0,B35
1010002184,موتور1400-0.5HP-پوسته آلومینیومB3,86000000,سه‌فاز,آلومینیوم,1400,0.5,B3
1010002185,موتور 0.55kw-3000 تکفاز موتوژن,0,سه‌فاز,آلومینیوم,3000,0.74,
1010002186,موتور1400-1HP-پوسته آلومینیومB3,112000000,سه‌فاز,آلومینیوم,1400,1.0,B3
1010002187,موتور1400-2HP-پوسته آلومینیومB3,143000000,سه‌فاز,آلومینیوم,1400,2.0,B3
1010002188,موتور1400-3HP-پوسته آلومینیومB3,225000000,سه‌فاز,آلومینیوم,1400,3.0,B3
1010002189,موتور1400-4HP -پوسته آلومینیومB3,255000000,سه‌فاز,آلومینیوم,1400,4.0,B3
1010002190,موتور1400-5.5HP -پوسته آلومینیومB3,310000000,سه‌فاز,آلومینیوم,1400,5.5,B3
1010002191,موتور 3000-1.5HP پوسته آلومینیوم B3,0,سه‌فاز,آلومینیوم,3000,1.5,B3
1010002192,موتور 1400 - 3HP - پوسته آلومینیوم B35 ضد جرقه,40000000,سه‌فاز,آلومینیوم,1400,3.0,B35
1010002193,موتور 7.5HP-1400 پوسته آلومینیوم B3,407000000,سه‌فاز,آلومینیوم,1400,7.5,B3
1010002194,موتور 10HP-1400 - پوسته آلومینیوم B3,470000000,سه‌فاز,آلومینیوم,1400,10.0,B3
1010002195,موتور 4HP-1400تکفاز پوسته آلومینیوم B34,0,سه‌فاز,آلومینیوم,1400,4.0,B34
1010002196,موتور 5HP-1400 تکفاز پوسته آلومینیوم B34,0,سه‌فاز,آلومینیوم,1400,5.0,B34
